Season,Round,Circuit,Driver,Constructor,Laps,Position,TotalPitStops,AvgPitStopTime,PitStops
1995,4,Circuit de Barcelona-Catalunya,Olivier Panis,Ligier,64,6,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Rubens Barrichello,Jordan,64,7,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Heinz-Harald Frentzen,Sauber,64,8,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Martin Brundle,Ligier,64,9,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Mika Salo,Tyrrell,64,10,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Gianni Morbidelli,Footwork,63,11,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Jos Verstappen,Simtek,63,12,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Karl Wendlinger,Sauber,63,13,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Pierluigi Martini,Minardi,62,14,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Domenico Schiattarella,Simtek,61,15,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Ukyo Katayama,Tyrrell,56,16,0,,[]
1995,4,Circuit de Barcelona-Catalunya,David Coulthard,Williams,54,17,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Mika HÃ¤kkinen,McLaren,53,18,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Taki Inoue,Footwork,43,19,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Bertrand Gachot,Pacific,43,20,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Roberto Moreno,Forti,39,21,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Jean Alesi,Ferrari,25,22,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Luca Badoer,Minardi,21,23,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Nigel Mansell,McLaren,18,24,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Pedro Diniz,Forti,17,25,0,,[]
1995,4,Circuit de Barcelona-Catalunya,Andrea Montermini,Pacific,0,26,0,,[]
1995,5,Circuit de Monaco,Michael Schumacher,Benetton,78,1,0,,[]
1995,5,Circuit de Monaco,Damon Hill,Williams,78,2,0,,[]
1995,5,Circuit de Monaco,Gerhard Berger,Ferrari,78,3,0,,[]
1995,5,Circuit de Monaco,Johnny Herbert,Benetton,77,4,0,,[]
1995,5,Circuit de Monaco,Mark Blundell,McLaren,77,5,0,,[]
1995,5,Circuit de Monaco,Heinz-Harald Frentzen,Sauber,76,6,0,,[]
1995,5,Circuit de Monaco,Pierluigi Martini,Minardi,76,7,0,,[]
1995,5,Circuit de Monaco,Jean-Christophe Boullion,Sauber,74,8,0,,[]
1995,5,Circuit de Monaco,Gianni Morbidelli,Footwork,74,9,0,,[]
1995,5,Circuit de Monaco,Pedro Diniz,Forti,72,10,0,,[]
1995,5,Circuit de Monaco,Luca Badoer,Minardi,68,11,0,,[]
1995,5,Circuit de Monaco,Olivier Panis,Ligier,65,12,0,,[]
1995,5,Circuit de Monaco,Mika Salo,Tyrrell,63,13,0,,[]
1995,5,Circuit de Monaco,Rubens Barrichello,Jordan,60,14,0,,[]
1995,5,Circuit de Monaco,Bertrand Gachot,Pacific,42,15,0,,[]
1995,5,Circuit de Monaco,Jean Alesi,Ferrari,41,16,0,,[]
1995,5,Circuit de Monaco,Martin Brundle,Ligier,40,17,0,,[]
1995,5,Circuit de Monaco,Taki Inoue,Footwork,27,18,0,,[]
1995,5,Circuit de Monaco,Ukyo Katayama,Tyrrell,26,19,0,,[]
1995,5,Circuit de Monaco,Andrea Montermini,Pacific,23,20,0,,[]
1995,5,Circuit de Monaco,Eddie Irvine,Jordan,22,21,0,,[]
1995,5,Circuit de Monaco,David Coulthard,Williams,16,22,0,,[]
1995,5,Circuit de Monaco,Roberto Moreno,Forti,9,23,0,,[]
1995,5,Circuit de Monaco,Mika HÃ¤kkinen,McLaren,8,24,0,,[]
1995,5,Circuit de Monaco,Jos Verstappen,Simtek,0,25,0,,[]
1995,5,Circuit de Monaco,Domenico Schiattarella,Simtek,0,26,0,,[]
1995,6,Circuit Gilles Villeneuve,Jean Alesi,Ferrari,68,1,0,,[]
1995,6,Circuit Gilles Villeneuve,Rubens Barrichello,Jordan,68,2,0,,[]
1995,6,Circuit Gilles Villeneuve,Eddie Irvine,Jordan,68,3,0,,[]
1995,6,Circuit Gilles Villeneuve,Olivier Panis,Ligier,68,4,0,,[]
1995,6,Circuit Gilles Villeneuve,Michael Schumacher,Benetton,68,5,0,,[]
1995,6,Circuit Gilles Villeneuve,Gianni Morbidelli,Footwork,67,6,0,,[]
1995,6,Circuit Gilles Villeneuve,Mika Salo,Tyrrell,67,7,0,,[]
1995,6,Circuit Gilles Villeneuve,Luca Badoer,Minardi,67,8,0,,[]
1995,6,Circuit Gilles Villeneuve,Taki Inoue,Footwork,66,9,0,,[]
1995,6,Circuit Gilles Villeneuve,Martin Brundle,Ligier,61,10,0,,[]
1995,6,Circuit Gilles Villeneuve,Gerhard Berger,Ferrari,61,11,0,,[]
1995,6,Circuit Gilles Villeneuve,Pierluigi Martini,Minardi,60,12,0,,[]
1995,6,Circuit Gilles Villeneuve,Roberto Moreno,Forti,54,13,0,,[]
1995,6,Circuit Gilles Villeneuve,Damon Hill,Williams,50,14,0,,[]
1995,6,Circuit Gilles Villeneuve,Mark Blundell,McLaren,47,15,0,,[]
1995,6,Circuit Gilles Villeneuve,Ukyo Katayama,Tyrrell,42,16,0,,[]
1995,6,Circuit Gilles Villeneuve,Bertrand Gachot,Pacific,36,17,0,,[]
1995,6,Circuit Gilles Villeneuve,Heinz-Harald Frentzen,Sauber,26,18,0,,[]
1995,6,Circuit Gilles Villeneuve,Pedro Diniz,Forti,26,19,0,,[]
1995,6,Circuit Gilles Villeneuve,Jean-Christophe Boullion,Sauber,19,20,0,,[]
1995,6,Circuit Gilles Villeneuve,Andrea Montermini,Pacific,5,21,0,,[]
1995,6,Circuit Gilles Villeneuve,David Coulthard,Williams,1,22,0,,[]
1995,6,Circuit Gilles Villeneuve,Johnny Herbert,Benetton,0,23,0,,[]
1995,6,Circuit Gilles Villeneuve,Mika HÃ¤kkinen,McLaren,0,24,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Michael Schumacher,Benetton,72,1,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Damon Hill,Williams,72,2,0,,[]
1995,7,Circuit de Nevers Magny-Cours,David Coulthard,Williams,72,3,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Martin Brundle,Ligier,72,4,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Jean Alesi,Ferrari,72,5,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Rubens Barrichello,Jordan,71,6,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Mika HÃ¤kkinen,McLaren,71,7,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Olivier Panis,Ligier,71,8,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Eddie Irvine,Jordan,71,9,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Heinz-Harald Frentzen,Sauber,71,10,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Mark Blundell,McLaren,70,11,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Gerhard Berger,Ferrari,70,12,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Luca Badoer,Minardi,69,13,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Gianni Morbidelli,Footwork,69,14,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Mika Salo,Tyrrell,69,15,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Roberto Moreno,Forti,66,16,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Andrea Montermini,Pacific,62,17,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Jean-Christophe Boullion,Sauber,48,18,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Bertrand Gachot,Pacific,24,19,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Pierluigi Martini,Minardi,23,20,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Johnny Herbert,Benetton,2,21,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Taki Inoue,Footwork,0,22,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Ukyo Katayama,Tyrrell,0,23,0,,[]
1995,7,Circuit de Nevers Magny-Cours,Pedro Diniz,Forti,0,24,0,,[]
1995,8,Silverstone Circuit,Johnny Herbert,Benetton,61,1,0,,[]
1995,8,Silverstone Circuit,Jean Alesi,Ferrari,61,2,0,,[]
1995,8,Silverstone Circuit,David Coulthard,Williams,61,3,0,,[]
1995,8,Silverstone Circuit,Olivier Panis,Ligier,61,4,0,,[]
1995,8,Silverstone Circuit,Mark Blundell,McLaren,61,5,0,,[]
1995,8,Silverstone Circuit,Heinz-Harald Frentzen,Sauber,60,6,0,,[]
1995,8,Silverstone Circuit,Pierluigi Martini,Minardi,60,7,0,,[]
1995,8,Silverstone Circuit,Mika Salo,Tyrrell,60,8,0,,[]
1995,8,Silverstone Circuit,Jean-Christophe Boullion,Sauber,60,9,0,,[]
1995,8,Silverstone Circuit,Luca Badoer,Minardi,60,10,0,,[]
1995,8,Silverstone Circuit,Rubens Barrichello,Jordan,59,11,0,,[]
1995,8,Silverstone Circuit,Bertrand Gachot,Pacific,58,12,0,,[]
1995,8,Silverstone Circuit,Roberto Moreno,Forti,48,13,0,,[]
1995,8,Silverstone Circuit,Michael Schumacher,Benetton,45,14,0,,[]
1995,8,Silverstone Circuit,Damon Hill,Williams,45,15,0,,[]
1995,8,Silverstone Circuit,Massimiliano Papis,Footwork,28,16,0,,[]
1995,8,Silverstone Circuit,Ukyo Katayama,Tyrrell,22,17,0,,[]
1995,8,Silverstone Circuit,Andrea Montermini,Pacific,21,18,0,,[]
1995,8,Silverstone Circuit,Mika HÃ¤kkinen,McLaren,20,19,0,,[]
1995,8,Silverstone Circuit,Gerhard Berger,Ferrari,20,20,0,,[]
1995,8,Silverstone Circuit,Martin Brundle,Ligier,16,21,0,,[]
1995,8,Silverstone Circuit,Taki Inoue,Footwork,16,22,0,,[]
1995,8,Silverstone Circuit,Pedro Diniz,Forti,13,23,0,,[]
1995,8,Silverstone Circuit,Eddie Irvine,Jordan,2,24,0,,[]
1995,9,Hockenheimring,Michael Schumacher,Benetton,45,1,0,,[]
1995,9,Hockenheimring,David Coulthard,Williams,45,2,0,,[]
1995,9,Hockenheimring,Gerhard Berger,Ferrari,45,3,0,,[]
1995,9,Hockenheimring,Johnny Herbert,Benetton,45,4,0,,[]
1995,9,Hockenheimring,Jean-Christophe Boullion,Sauber,44,5,0,,[]
1995,9,Hockenheimring,Aguri Suzuki,Ligier,44,6,0,,[]
1995,9,Hockenheimring,Ukyo Katayama,Tyrrell,44,7,0,,[]
1995,9,Hockenheimring,Andrea Montermini,Pacific,42,8,0,,[]
1995,9,Hockenheimring,Eddie Irvine,Jordan,41,9,0,,[]
1995,9,Hockenheimring,Mika HÃ¤kkinen,McLaren,33,10,0,,[]
1995,9,Hockenheimring,Heinz-Harald Frentzen,Sauber,32,11,0,,[]
1995,9,Hockenheimring,Luca Badoer,Minardi,28,12,0,,[]
1995,9,Hockenheimring,Giovanni Lavaggi,Pacific,27,13,0,,[]
1995,9,Hockenheimring,Roberto Moreno,Forti,27,14,0,,[]
1995,9,Hockenheimring,Rubens Barrichello,Jordan,20,15,0,,[]
1995,9,Hockenheimring,Mark Blundell,McLaren,17,16,0,,[]
1995,9,Hockenheimring,Olivier Panis,Ligier,13,17,0,,[]
1995,9,Hockenheimring,Jean Alesi,Ferrari,12,18,0,,[]
1995,9,Hockenheimring,Pierluigi Martini,Minardi,11,19,0,,[]
1995,9,Hockenheimring,Taki Inoue,Footwork,9,20,0,,[]
1995,9,Hockenheimring,Pedro Diniz,Forti,8,21,0,,[]
1995,9,Hockenheimring,Damon Hill,Williams,1,22,0,,[]
1995,9,Hockenheimring,Mika Salo,Tyrrell,0,23,0,,[]
1995,9,Hockenheimring,Massimiliano Papis,Footwork,0,24,0,,[]
1995,10,Hungaroring,Damon Hill,Williams,77,1,0,,[]
1995,10,Hungaroring,David Coulthard,Williams,77,2,0,,[]
1995,10,Hungaroring,Gerhard Berger,Ferrari,76,3,0,,[]
1995,10,Hungaroring,Johnny Herbert,Benetton,76,4,0,,[]
1995,10,Hungaroring,Heinz-Harald Frentzen,Sauber,76,5,0,,[]
1995,10,Hungaroring,Olivier Panis,Ligier,76,6,0,,[]
1995,10,Hungaroring,Rubens Barrichello,Jordan,76,7,0,,[]
1995,10,Hungaroring,Luca Badoer,Minardi,75,8,0,,[]
1995,10,Hungaroring,Pedro Lamy,Minardi,74,9,0,,[]
1995,10,Hungaroring,Jean-Christophe Boullion,Sauber,74,10,0,,[]
1995,10,Hungaroring,Michael Schumacher,Benetton,73,11,0,,[]
1995,10,Hungaroring,Andrea Montermini,Pacific,73,12,0,,[]
1995,10,Hungaroring,Eddie Irvine,Jordan,70,13,0,,[]
1995,10,Hungaroring,Martin Brundle,Ligier,67,14,0,,[]
1995,10,Hungaroring,Mika Salo,Tyrrell,58,15,0,,[]
1995,10,Hungaroring,Mark Blundell,McLaren,54,16,0,,[]
1995,10,Hungaroring,Ukyo Katayama,Tyrrell,46,17,0,,[]
1995,10,Hungaroring,Massimiliano Papis,Footwork,45,18,0,,[]
1995,10,Hungaroring,Jean Alesi,Ferrari,42,19,0,,[]
1995,10,Hungaroring,Pedro Diniz,Forti,32,20,0,,[]
1995,10,Hungaroring,Taki Inoue,Footwork,13,21,0,,[]
1995,10,Hungaroring,Roberto Moreno,Forti,8,22,0,,[]
1995,10,Hungaroring,Giovanni Lavaggi,Pacific,5,23,0,,[]
1995,10,Hungaroring,Mika HÃ¤kkinen,McLaren,3,24,0,,[]
1995,11,Circuit de Spa-Francorchamps,Michael Schumacher,Benetton,44,1,0,,[]
1995,11,Circuit de Spa-Francorchamps,Damon Hill,Williams,44,2,0,,[]
1995,11,Circuit de Spa-Francorchamps,Martin Brundle,Ligier,44,3,0,,[]
1995,11,Circuit de Spa-Francorchamps,Heinz-Harald Frentzen,Sauber,44,4,0,,[]
1995,11,Circuit de Spa-Francorchamps,Mark Blundell,McLaren,44,5,0,,[]
1995,11,Circuit de Spa-Francorchamps,Rubens Barrichello,Jordan,44,6,0,,[]
1995,11,Circuit de Spa-Francorchamps,Johnny Herbert,Benetton,44,7,0,,[]
1995,11,Circuit de Spa-Francorchamps,Mika Salo,Tyrrell,44,8,0,,[]
1995,11,Circuit de Spa-Francorchamps,Olivier Panis,Ligier,44,9,0,,[]
1995,11,Circuit de Spa-Francorchamps,Pedro Lamy,Minardi,44,10,0,,[]
1995,11,Circuit de Spa-Francorchamps,Jean-Christophe Boullion,Sauber,43,11,0,,[]
1995,11,Circuit de Spa-Francorchamps,Taki Inoue,Footwork,43,12,0,,[]
1995,11,Circuit de Spa-Francorchamps,Pedro Diniz,Forti,42,13,0,,[]
1995,11,Circuit de Spa-Francorchamps,Roberto Moreno,Forti,42,14,0,,[]
1995,11,Circuit de Spa-Francorchamps,Ukyo Katayama,Tyrrell,28,15,0,,[]
1995,11,Circuit de Spa-Francorchamps,Giovanni Lavaggi,Pacific,27,16,0,,[]
1995,11,Circuit de Spa-Francorchamps,Luca Badoer,Minardi,23,17,0,,[]
1995,11,Circuit de Spa-Francorchamps,Gerhard Berger,Ferrari,22,18,0,,[]
1995,11,Circuit de Spa-Francorchamps,Eddie Irvine,Jordan,21,19,0,,[]
1995,11,Circuit de Spa-Francorchamps,Massimiliano Papis,Footwork,20,20,0,,[]
1995,11,Circuit de Spa-Francorchamps,Andrea Montermini,Pacific,18,21,0,,[]
1995,11,Circuit de Spa-Francorchamps,David Coulthard,Williams,13,22,0,,[]
1995,11,Circuit de Spa-Francorchamps,Jean Alesi,Ferrari,4,23,0,,[]
1995,11,Circuit de Spa-Francorchamps,Mika HÃ¤kkinen,McLaren,1,24,0,,[]
1995,12,Autodromo Nazionale di Monza,Johnny Herbert,Benetton,53,1,0,,[]
1995,12,Autodromo Nazionale di Monza,Mika HÃ¤kkinen,McLaren,53,2,0,,[]
1995,12,Autodromo Nazionale di Monza,Heinz-Harald Frentzen,Sauber,53,3,0,,[]
1995,12,Autodromo Nazionale di Monza,Mark Blundell,McLaren,53,4,0,,[]
1995,12,Autodromo Nazionale di Monza,Mika Salo,Tyrrell,52,5,0,,[]
1995,12,Autodromo Nazionale di Monza,Jean-Christophe Boullion,Sauber,52,6,0,,[]
1995,12,Autodromo Nazionale di Monza,Massimiliano Papis,Footwork,52,7,0,,[]
1995,12,Autodromo Nazionale di Monza,Taki Inoue,Footwork,52,8,0,,[]
1995,12,Autodromo Nazionale di Monza,Pedro Diniz,Forti,50,9,0,,[]
1995,12,Autodromo Nazionale di Monza,Ukyo Katayama,Tyrrell,47,10,0,,[]
1995,12,Autodromo Nazionale di Monza,Jean Alesi,Ferrari,45,11,0,,[]
1995,12,Autodromo Nazionale di Monza,Rubens Barrichello,Jordan,43,12,0,,[]
1995,12,Autodromo Nazionale di Monza,Eddie Irvine,Jordan,40,13,0,,[]
1995,12,Autodromo Nazionale di Monza,Gerhard Berger,Ferrari,32,14,0,,[]
1995,12,Autodromo Nazionale di Monza,Luca Badoer,Minardi,26,15,0,,[]
1995,12,Autodromo Nazionale di Monza,Michael Schumacher,Benetton,23,16,0,,[]
1995,12,Autodromo Nazionale di Monza,Damon Hill,Williams,23,17,0,,[]
1995,12,Autodromo Nazionale di Monza,Olivier Panis,Ligier,20,18,0,,[]
1995,12,Autodromo Nazionale di Monza,David Coulthard,Williams,13,19,0,,[]
1995,12,Autodromo Nazionale di Monza,Martin Brundle,Ligier,10,20,0,,[]
1995,12,Autodromo Nazionale di Monza,Giovanni Lavaggi,Pacific,6,21,0,,[]
1995,12,Autodromo Nazionale di Monza,Pedro Lamy,Minardi,0,22,0,,[]
1995,12,Autodromo Nazionale di Monza,Andrea Montermini,Pacific,0,23,0,,[]
1995,12,Autodromo Nazionale di Monza,Roberto Moreno,Forti,0,24,0,,[]
1995,13,AutÃ³dromo do Estoril,David Coulthard,Williams,71,1,0,,[]
1995,13,AutÃ³dromo do Estoril,Michael Schumacher,Benetton,71,2,0,,[]
1995,13,AutÃ³dromo do Estoril,Damon Hill,Williams,71,3,0,,[]
1995,13,AutÃ³dromo do Estoril,Gerhard Berger,Ferrari,71,4,0,,[]
1995,13,AutÃ³dromo do Estoril,Jean Alesi,Ferrari,71,5,0,,[]
1995,13,AutÃ³dromo do Estoril,Heinz-Harald Frentzen,Sauber,70,6,0,,[]
1995,13,AutÃ³dromo do Estoril,Johnny Herbert,Benetton,70,7,0,,[]
1995,13,AutÃ³dromo do Estoril,Martin Brundle,Ligier,70,8,0,,[]
1995,13,AutÃ³dromo do Estoril,Mark Blundell,McLaren,70,9,0,,[]
1995,13,AutÃ³dromo do Estoril,Eddie Irvine,Jordan,70,10,0,,[]
1995,13,AutÃ³dromo do Estoril,Rubens Barrichello,Jordan,70,11,0,,[]
1995,13,AutÃ³dromo do Estoril,Jean-Christophe Boullion,Sauber,70,12,0,,[]
1995,13,AutÃ³dromo do Estoril,Mika Salo,Tyrrell,69,13,0,,[]
1995,13,AutÃ³dromo do Estoril,Luca Badoer,Minardi,68,14,0,,[]
1995,13,AutÃ³dromo do Estoril,Taki Inoue,Footwork,68,15,0,,[]
1995,13,AutÃ³dromo do Estoril,Pedro Diniz,Forti,66,16,0,,[]
1995,13,AutÃ³dromo do Estoril,Roberto Moreno,Forti,64,17,0,,[]
1995,13,AutÃ³dromo do Estoril,Andrea Montermini,Pacific,53,18,0,,[]
1995,13,AutÃ³dromo do Estoril,Mika HÃ¤kkinen,McLaren,44,19,0,,[]
1995,13,AutÃ³dromo do Estoril,Jean-Denis DÃ©lÃ©traz,Pacific,14,20,0,,[]
1995,13,AutÃ³dromo do Estoril,Olivier Panis,Ligier,10,21,0,,[]
1995,13,AutÃ³dromo do Estoril,Pedro Lamy,Minardi,7,22,0,,[]
1995,13,AutÃ³dromo do Estoril,Ukyo Katayama,Tyrrell,0,23,0,,[]
1995,13,AutÃ³dromo do Estoril,Massimiliano Papis,Footwork,0,24,0,,[]
1995,14,NÃ¼rburgring,Michael Schumacher,Benetton,67,1,0,,[]
1995,14,NÃ¼rburgring,Jean Alesi,Ferrari,67,2,0,,[]
1995,14,NÃ¼rburgring,David Coulthard,Williams,67,3,0,,[]
1995,14,NÃ¼rburgring,Rubens Barrichello,Jordan,66,4,0,,[]
1995,14,NÃ¼rburgring,Johnny Herbert,Benetton,66,5,0,,[]
1995,14,NÃ¼rburgring,Eddie Irvine,Jordan,66,6,0,,[]
1995,14,NÃ¼rburgring,Martin Brundle,Ligier,66,7,0,,[]
1995,14,NÃ¼rburgring,Mika HÃ¤kkinen,McLaren,65,8,0,,[]
1995,14,NÃ¼rburgring,Pedro Lamy,Minardi,64,9,0,,[]
1995,14,NÃ¼rburgring,Mika Salo,Tyrrell,64,10,0,,[]
1995,14,NÃ¼rburgring,Luca Badoer,Minardi,64,11,0,,[]
1995,14,NÃ¼rburgring,Massimiliano Papis,Footwork,64,12,0,,[]
1995,14,NÃ¼rburgring,Pedro Diniz,Forti,62,13,0,,[]
1995,14,NÃ¼rburgring,Gabriele Tarquini,Tyrrell,61,14,0,,[]
1995,14,NÃ¼rburgring,Jean-Denis DÃ©lÃ©traz,Pacific,60,15,0,,[]
1995,14,NÃ¼rburgring,Damon Hill,Williams,58,16,0,,[]
1995,14,NÃ¼rburgring,Andrea Montermini,Pacific,45,17,0,,[]
1995,14,NÃ¼rburgring,Jean-Christophe Boullion,Sauber,44,18,0,,[]
1995,14,NÃ¼rburgring,Gerhard Berger,Ferrari,40,19,0,,[]
1995,14,NÃ¼rburgring,Roberto Moreno,Forti,22,20,0,,[]
1995,14,NÃ¼rburgring,Heinz-Harald Frentzen,Sauber,17,21,0,,[]
1995,14,NÃ¼rburgring,Olivier Panis,Ligier,14,22,0,,[]
1995,14,NÃ¼rburgring,Mark Blundell,McLaren,14,23,0,,[]
1995,14,NÃ¼rburgring,Taki Inoue,Footwork,0,24,0,,[]
1995,15,Okayama International Circuit,Michael Schumacher,Benetton,83,1,0,,[]
1995,15,Okayama International Circuit,David Coulthard,Williams,83,2,0,,[]
1995,15,Okayama International Circuit,Damon Hill,Williams,83,3,0,,[]
1995,15,Okayama International Circuit,Gerhard Berger,Ferrari,82,4,0,,[]
1995,15,Okayama International Circuit,Jean Alesi,Ferrari,82,5,0,,[]
1995,15,Okayama International Circuit,Johnny Herbert,Benetton,82,6,0,,[]
1995,15,Okayama International Circuit,Heinz-Harald Frentzen,Sauber,82,7,0,,[]
1995,15,Okayama International Circuit,Olivier Panis,Ligier,81,8,0,,[]
1995,15,Okayama International Circuit,Mark Blundell,McLaren,81,9,0,,[]
1995,15,Okayama International Circuit,Jan Magnussen,McLaren,81,10,0,,[]
1995,15,Okayama International Circuit,Eddie Irvine,Jordan,81,11,0,,[]
1995,15,Okayama International Circuit,Mika Salo,Tyrrell,80,12,0,,[]
1995,15,Okayama International Circuit,Pedro Lamy,Minardi,80,13,0,,[]
1995,15,Okayama International Circuit,Ukyo Katayama,Tyrrell,80,14,0,,[]
1995,15,Okayama International Circuit,Luca Badoer,Minardi,80,15,0,,[]
1995,15,Okayama International Circuit,Roberto Moreno,Forti,78,16,0,,[]
1995,15,Okayama International Circuit,Pedro Diniz,Forti,77,17,0,,[]
1995,15,Okayama International Circuit,Rubens Barrichello,Jordan,67,18,0,,[]
1995,15,Okayama International Circuit,Gianni Morbidelli,Footwork,63,19,0,,[]
1995,15,Okayama International Circuit,Taki Inoue,Footwork,38,20,0,,[]
1995,15,Okayama International Circuit,Andrea Montermini,Pacific,14,21,0,,[]
1995,15,Okayama International Circuit,Aguri Suzuki,Ligier,10,22,0,,[]
1995,15,Okayama International Circuit,Jean-Christophe Boullion,Sauber,7,23,0,,[]
1995,15,Okayama International Circuit,Bertrand Gachot,Pacific,2,24,0,,[]
1995,16,Suzuka Circuit,Michael Schumacher,Benetton,53,1,0,,[]
1995,16,Suzuka Circuit,Mika HÃ¤kkinen,McLaren,53,2,0,,[]
1995,16,Suzuka Circuit,Johnny Herbert,Benetton,53,3,0,,[]
1995,16,Suzuka Circuit,Eddie Irvine,Jordan,53,4,0,,[]
1995,16,Suzuka Circuit,Olivier Panis,Ligier,52,5,0,,[]
1995,16,Suzuka Circuit,Mika Salo,Tyrrell,52,6,0,,[]
1995,16,Suzuka Circuit,Mark Blundell,McLaren,52,7,0,,[]
1995,16,Suzuka Circuit,Heinz-Harald Frentzen,Sauber,52,8,0,,[]
1995,16,Suzuka Circuit,Luca Badoer,Minardi,51,9,0,,[]
1995,16,Suzuka Circuit,Karl Wendlinger,Sauber,51,10,0,,[]
1995,16,Suzuka Circuit,Pedro Lamy,Minardi,51,11,0,,[]
1995,16,Suzuka Circuit,Taki Inoue,Footwork,51,12,0,,[]
1995,16,Suzuka Circuit,Damon Hill,Williams,40,13,0,,[]
1995,16,Suzuka Circuit,David Coulthard,Williams,39,14,0,,[]
1995,16,Suzuka Circuit,Pedro Diniz,Forti,32,15,0,,[]
1995,16,Suzuka Circuit,Jean Alesi,Ferrari,24,16,0,,[]
1995,16,Suzuka Circuit,Andrea Montermini,Pacific,23,17,0,,[]
1995,16,Suzuka Circuit,Gerhard Berger,Ferrari,16,18,0,,[]
1995,16,Suzuka Circuit,Rubens Barrichello,Jordan,15,19,0,,[]
1995,16,Suzuka Circuit,Ukyo Katayama,Tyrrell,12,20,0,,[]
1995,16,Suzuka Circuit,Bertrand Gachot,Pacific,6,21,0,,[]
1995,16,Suzuka Circuit,Roberto Moreno,Forti,1,22,0,,[]
1995,16,Suzuka Circuit,Gianni Morbidelli,Footwork,0,23,0,,[]
1995,16,Suzuka Circuit,Aguri Suzuki,Ligier,0,24,0,,[]
1995,17,Adelaide Street Circuit,Damon Hill,Williams,81,1,0,,[]
1995,17,Adelaide Street Circuit,Olivier Panis,Ligier,79,2,0,,[]
1995,17,Adelaide Street Circuit,Gianni Morbidelli,Footwork,79,3,0,,[]
1995,17,Adelaide Street Circuit,Mark Blundell,McLaren,79,4,0,,[]
1995,17,Adelaide Street Circuit,Mika Salo,Tyrrell,78,5,0,,[]
1995,17,Adelaide Street Circuit,Pedro Lamy,Minardi,78,6,0,,[]
1995,17,Adelaide Street Circuit,Pedro Diniz,Forti,77,7,0,,[]
1995,17,Adelaide Street Circuit,Bertrand Gachot,Pacific,76,8,0,,[]
1995,17,Adelaide Street Circuit,Ukyo Katayama,Tyrrell,70,9,0,,[]
1995,17,Adelaide Street Circuit,Johnny Herbert,Benetton,69,10,0,,[]
1995,17,Adelaide Street Circuit,Eddie Irvine,Jordan,62,11,0,,[]
1995,17,Adelaide Street Circuit,Heinz-Harald Frentzen,Sauber,39,12,0,,[]
1995,17,Adelaide Street Circuit,Gerhard Berger,Ferrari,34,13,0,,[]
1995,17,Adelaide Street Circuit,Martin Brundle,Ligier,29,14,0,,[]
1995,17,Adelaide Street Circuit,Michael Schumacher,Benetton,25,15,0,,[]
1995,17,Adelaide Street Circuit,Jean Alesi,Ferrari,23,16,0,,[]
1995,17,Adelaide Street Circuit,Roberto Moreno,Forti,21,17,0,,[]
1995,17,Adelaide Street Circuit,Rubens Barrichello,Jordan,20,18,0,,[]
1995,17,Adelaide Street Circuit,David Coulthard,Williams,19,19,0,,[]
1995,17,Adelaide Street Circuit,Taki Inoue,Footwork,15,20,0,,[]
1995,17,Adelaide Street Circuit,Karl Wendlinger,Sauber,8,21,0,,[]
1995,17,Adelaide Street Circuit,Andrea Montermini,Pacific,2,22,0,,[]
1995,17,Adelaide Street Circuit,Luca Badoer,Minardi,0,23,0,,[]
